ega7f20d48,V03-20260621,overseas / non-Japanese,Nu-Disco / Indie Dance,nu-disco-indie-dance,Analog Groove,114,D major,low,night-drive cue,laid-back disco pocket,groovy octave bass movement,retro string-machine shimmer,chorus-soaked indie guitar accents,soft romantic vocal with bright chorus lift,cool indie club confidence,"polished but not EDM, organic rhythm section","instrumental intro, verse groove, chorus lift, bridge with bass solo, outro vamp","tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals","nu disco, indie dance, disco pop, dance rock, funky bass, clean guitar, 114bpm, d-major","Create an overseas nu-disco / indie dance track with a laid-back disco pocket, groovy octave bass movement, retro string-machine shimmer, and chorus-soaked indie guitar accents. Use soft romantic vocal with bright chorus lift, cool indie club confidence, 114 BPM, D major. Arrangement: instrumental intro, verse groove, chorus lift, bridge with bass solo, outro vamp. Production: polished but not EDM, organic rhythm section. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg2326b0ae,V03-20260621,overseas / non-Japanese,Nu-Disco / Indie Dance,nu-disco-indie-dance,Cassette Pressure,118,Bb major,medium-low,intro-heavy seed,syncopated clap-and-bass groove,rubbery disco bass,short melodic synth answer lines,chorus-soaked indie guitar accents,soft romantic vocal with bright chorus lift,glossy but relaxed dancefloor,"disco sheen, indie restraint, crisp claps","instrumental intro, verse groove, chorus lift, bridge with bass solo, outro vamp","tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals","nu disco, indie dance, disco pop, dance rock, funky bass, clean guitar, 118bpm, bb-major","Create an overseas nu-disco / indie dance track with a syncopated clap-and-bass groove, rubbery disco bass, short melodic synth answer lines, and chorus-soaked indie guitar accents. Use soft romantic vocal with bright chorus lift, glossy but relaxed dancefloor, 118 BPM, Bb major. Arrangement: instrumental intro, verse groove, chorus lift, bridge with bass solo, outro vamp. Production: disco sheen, indie restraint, crisp claps. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
ega00fc02d,V03-20260621,overseas / non-Japanese,Nu-Disco / Indie Dance,nu-disco-indie-dance,Cosmic Dancefloor,120,B minor,medium-low,full song seed,four-on-the-floor with live drum feel,picked bass locked with kick,warm analog synth stabs,clean rhythm guitar chops,smooth falsetto male vocal,warm neon pop groove,"dry verses, wider chorus, tasteful delay throws","pop disco structure with two verses, two choruses, and a dance break","tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals","nu disco, indie dance, disco pop, dance rock, funky bass, clean guitar, 120bpm, b-minor","Create an overseas nu-disco / indie dance instrumental track with a four-on-the-floor with live drum feel, picked bass locked with kick, warm analog synth stabs, and clean rhythm guitar chops. Use smooth falsetto male vocal, warm neon pop groove, 120 BPM, B minor. Arrangement: pop disco structure with two verses, two choruses, and a dance break. Production: dry verses, wider chorus, tasteful delay throws. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg3d1c908c,V03-20260621,overseas / non-Japanese,Nu-Disco / Indie Dance,nu-disco-indie-dance,Downtown Riff,120,G major,medium-low,vocal pop seed,four-on-the-floor with live drum feel,picked bass locked with kick,retro string-machine shimmer,muted disco guitar on offbeats,talk-sung verse with melodic chorus,glossy but relaxed dancefloor,"modern pop mix, tight drums, warm bass, wide chorus","pop disco structure with two verses, two choruses, and a dance break","tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals","nu disco, indie dance, disco pop, dance rock, funky bass, clean guitar, 120bpm, g-major","Create an overseas nu-disco / indie dance track with a four-on-the-floor with live drum feel, picked bass locked with kick, retro string-machine shimmer, and muted disco guitar on offbeats. Use talk-sung verse with melodic chorus, glossy but relaxed dancefloor, 120 BPM, G major. Arrangement: pop disco structure with two verses, two choruses, and a dance break. Production: modern pop mix, tight drums, warm bass, wide chorus. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
egea1f7699,V03-20260621,overseas / non-Japanese,Nu-Disco / Indie Dance,nu-disco-indie-dance,Noir Nightfall,108,A minor,medium,full song seed,laid-back disco pocket,melodic live bassline,soft pad lift in the chorus,clean rhythm guitar chops,soft romantic vocal with bright chorus lift,cool indie club confidence,"disco sheen, indie restraint, crisp claps","verse, pre-chorus, hook chorus, breakdown, final chorus","tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals","nu disco, indie dance, disco pop, dance rock, funky bass, clean guitar, 108bpm, a-minor","Create an overseas nu-disco / indie dance track with a laid-back disco pocket, melodic live bassline, soft pad lift in the chorus, and clean rhythm guitar chops. Use soft romantic vocal with bright chorus lift, cool indie club confidence, 108 BPM, A minor. Arrangement: verse, pre-chorus, hook chorus, breakdown, final chorus. Production: disco sheen, indie restraint, crisp claps. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg0f1f9423,V03-20260621,overseas / non-Japanese,Nu-Disco / Indie Dance,nu-disco-indie-dance,Basement Cruise,108,B minor,medium,chorus-first seed,four-on-the-floor with live drum feel,groovy octave bass movement,soft pad lift in the chorus,chorus-soaked indie guitar accents,group hook harmonies,modern city summer night,"dry verses, wider chorus, tasteful delay throws","pop disco structure with two verses, two choruses, and a dance break","tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals","nu disco, indie dance, disco pop, dance rock, funky bass, clean guitar, 108bpm, b-minor","Create an overseas nu-disco / indie dance track with a four-on-the-floor with live drum feel, groovy octave bass movement, soft pad lift in the chorus, and chorus-soaked indie guitar accents. Use group hook harmonies, modern city summer night, 108 BPM, B minor. Arrangement: pop disco structure with two verses, two choruses, and a dance break. Production: dry verses, wider chorus, tasteful delay throws. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg90c5a38f,V03-20260621,overseas / non-Japanese,Nu-Disco / Indie Dance,nu-disco-indie-dance,Rainy Signal,118,E minor,medium-low,chorus-first seed,sunset dance-rock pulse,melodic live bassline,short melodic synth answer lines,muted disco guitar on offbeats,talk-sung verse with melodic chorus,romantic rooftop disco,"disco sheen, indie restraint, crisp claps","verse, pre-chorus, hook chorus, breakdown, final chorus","tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals","nu disco, indie dance, disco pop, dance rock, funky bass, clean guitar, 118bpm, e-minor","Create an overseas nu-disco / indie dance track with a sunset dance-rock pulse, melodic live bassline, short melodic synth answer lines, and muted disco guitar on offbeats. Use talk-sung verse with melodic chorus, romantic rooftop disco, 118 BPM, E minor. Arrangement: verse, pre-chorus, hook chorus, breakdown, final chorus. Production: disco sheen, indie restraint, crisp claps. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg68e1159d,V03-20260621,overseas / non-Japanese,Nu-Disco / Indie Dance,nu-disco-indie-dance,Basement Chase,108,C major,medium-high,full song seed,syncopated clap-and-bass groove,rubbery disco bass,retro string-machine shimmer,chorus-soaked indie guitar accents,soft romantic vocal with bright chorus lift,modern city summer night,"modern pop mix, tight drums, warm bass, wide chorus","instrumental intro, verse groove, chorus lift, bridge with bass solo, outro vamp","tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals","nu disco, indie dance, disco pop, dance rock, funky bass, clean guitar, 108bpm, c-major","Create an overseas nu-disco / indie dance track with a syncopated clap-and-bass groove, rubbery disco bass, retro string-machine shimmer, and chorus-soaked indie guitar accents. Use soft romantic vocal with bright chorus lift, modern city summer night, 108 BPM, C major. Arrangement: instrumental intro, verse groove, chorus lift, bridge with bass solo, outro vamp. Production: modern pop mix, tight drums, warm bass, wide chorus. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
egc3aa000e,V03-20260621,overseas / non-Japanese,Nu-Disco / Indie Dance,nu-disco-indie-dance,Core Nu-Disco Groove,112,A minor,medium-low,night-drive cue,syncopated clap-and-bass groove,melodic live bassline,warm analog synth stabs,light jangly guitar texture,talk-sung verse with melodic chorus,romantic rooftop disco,"polished but not EDM, organic rhythm section","verse, pre-chorus, hook chorus, breakdown, final chorus","tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals","nu disco, indie dance, disco pop, dance rock, funky bass, clean guitar, 112bpm, a-minor","Create an overseas nu-disco / indie dance track with a syncopated clap-and-bass groove, melodic live bassline, warm analog synth stabs, and light jangly guitar texture. Use talk-sung verse with melodic chorus, romantic rooftop disco, 112 BPM, A minor. Arrangement: verse, pre-chorus, hook chorus, breakdown, final chorus. Production: polished but not EDM, organic rhythm section. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
egeb3e1349,V03-20260621,overseas / non-Japanese,Nu-Disco / Indie Dance,nu-disco-indie-dance,Afterhours Cruise,106,B minor,medium-low,intro-heavy seed,four-on-the-floor with live drum feel,melodic live bassline,glassy polysynth hook,chorus-soaked indie guitar accents,soft romantic vocal with bright chorus lift,warm neon pop groove,"disco sheen, indie restraint, crisp claps","instrumental intro, verse groove, chorus lift, bridge with bass solo, outro vamp","tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals","nu disco, indie dance, disco pop, dance rock, funky bass, clean guitar, 106bpm, b-minor","Create an overseas nu-disco / indie dance track with a four-on-the-floor with live drum feel, melodic live bassline, glassy polysynth hook, and chorus-soaked indie guitar accents. Use soft romantic vocal with bright chorus lift, warm neon pop groove, 106 BPM, B minor. Arrangement: instrumental intro, verse groove, chorus lift, bridge with bass solo, outro vamp. Production: disco sheen, indie restraint, crisp claps. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
egb20dd3b8,V03-20260621,overseas / non-Japanese,Nu-Disco / Indie Dance,nu-disco-indie-dance,Electric Stomp,120,B minor,low,vocal pop seed,syncopated clap-and-bass groove,warm synth bass doubling live bass,soft pad lift in the chorus,thin funk guitar doubles the snare pocket,soft romantic vocal with bright chorus lift,glossy but relaxed dancefloor,"disco sheen, indie restraint, crisp claps","pop disco structure with two verses, two choruses, and a dance break","tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals","nu disco, indie dance, disco pop, dance rock, funky bass, clean guitar, 120bpm, b-minor","Create an overseas nu-disco / indie dance track with a syncopated clap-and-bass groove, warm synth bass doubling live bass, soft pad lift in the chorus, and thin funk guitar doubles the snare pocket. Use soft romantic vocal with bright chorus lift, glossy but relaxed dancefloor, 120 BPM, B minor. Arrangement: pop disco structure with two verses, two choruses, and a dance break. Production: disco sheen, indie restraint, crisp claps. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
egade17e16,V03-20260621,overseas / non-Japanese,Nu-Disco / Indie Dance,nu-disco-indie-dance,Velvet Pulse,116,C major,high,vocal pop seed,laid-back disco pocket,warm synth bass doubling live bass,glassy polysynth hook,muted disco guitar on offbeats,soft romantic vocal with bright chorus lift,modern city summer night,"disco sheen, indie restraint, crisp claps","pop disco structure with two verses, two choruses, and a dance break","tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals","nu disco, indie dance, disco pop, dance rock, funky bass, clean guitar, 116bpm, c-major","Create an overseas nu-disco / indie dance track with a laid-back disco pocket, warm synth bass doubling live bass, glassy polysynth hook, and muted disco guitar on offbeats. Use soft romantic vocal with bright chorus lift, modern city summer night, 116 BPM, C major. Arrangement: pop disco structure with two verses, two choruses, and a dance break. Production: disco sheen, indie restraint, crisp claps. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg6e9ba06f,V03-20260621,overseas / non-Japanese,Nu-Disco / Indie Dance,nu-disco-indie-dance,Basement Pulse,120,G major,medium,full song seed,four-on-the-floor with live drum feel,picked bass locked with kick,warm analog synth stabs,chorus-soaked indie guitar accents,cool understated female vocal,modern city summer night,"modern pop mix, tight drums, warm bass, wide chorus","instrumental intro, verse groove, chorus lift, bridge with bass solo, outro vamp","tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals","nu disco, indie dance, disco pop, dance rock, funky bass, clean guitar, 120bpm, g-major","Create an overseas nu-disco / indie dance track with a four-on-the-floor with live drum feel, picked bass locked with kick, warm analog synth stabs, and chorus-soaked indie guitar accents. Use cool understated female vocal, modern city summer night, 120 BPM, G major. Arrangement: instrumental intro, verse groove, chorus lift, bridge with bass solo, outro vamp. Production: modern pop mix, tight drums, warm bass, wide chorus. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
ega05c577f,V03-20260621,overseas / non-Japanese,Nu-Disco / Indie Dance,nu-disco-indie-dance,Chrome Circuit,112,Bb major,low,instrumental cue,laid-back disco pocket,warm synth bass doubling live bass,warm analog synth stabs,light jangly guitar texture,smooth falsetto male vocal,warm neon pop groove,analog synth color with clean contemporary low-end,"verse, pre-chorus, hook chorus, breakdown, final chorus","tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals","nu disco, indie dance, disco pop, dance rock, funky bass, clean guitar, 112bpm, bb-major","Create an overseas nu-disco / indie dance instrumental track with a laid-back disco pocket, warm synth bass doubling live bass, warm analog synth stabs, and light jangly guitar texture. Use smooth falsetto male vocal, warm neon pop groove, 112 BPM, Bb major. Arrangement: verse, pre-chorus, hook chorus, breakdown, final chorus. Production: analog synth color with clean contemporary low-end. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg55e61eef,V03-20260621,overseas / non-Japanese,Nu-Disco / Indie Dance,nu-disco-indie-dance,Fever Mirage,114,B minor,low,intro-heavy seed,syncopated clap-and-bass groove,melodic live bassline,soft pad lift in the chorus,thin funk guitar doubles the snare pocket,talk-sung verse with melodic chorus,modern city summer night,"polished but not EDM, organic rhythm section","instrumental intro, verse groove, chorus lift, bridge with bass solo, outro vamp","tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals","nu disco, indie dance, disco pop, dance rock, funky bass, clean guitar, 114bpm, b-minor","Create an overseas nu-disco / indie dance track with a syncopated clap-and-bass groove, melodic live bassline, soft pad lift in the chorus, and thin funk guitar doubles the snare pocket. Use talk-sung verse with melodic chorus, modern city summer night, 114 BPM, B minor. Arrangement: instrumental intro, verse groove, chorus lift, bridge with bass solo, outro vamp. Production: polished but not EDM, organic rhythm section. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg176b9ebf,V03-20260621,overseas / non-Japanese,Nu-Disco / Indie Dance,nu-disco-indie-dance,Noir Signal,108,Bb major,medium-low,club-rock seed,four-on-the-floor with live drum feel,groovy octave bass movement,glassy polysynth hook,muted disco guitar on offbeats,soft romantic vocal with bright chorus lift,glossy but relaxed dancefloor,analog synth color with clean contemporary low-end,"pop disco structure with two verses, two choruses, and a dance break","tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals","nu disco, indie dance, disco pop, dance rock, funky bass, clean guitar, 108bpm, bb-major","Create an overseas nu-disco / indie dance track with a four-on-the-floor with live drum feel, groovy octave bass movement, glassy polysynth hook, and muted disco guitar on offbeats. Use soft romantic vocal with bright chorus lift, glossy but relaxed dancefloor, 108 BPM, Bb major. Arrangement: pop disco structure with two verses, two choruses, and a dance break. Production: analog synth color with clean contemporary low-end. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
egac973ecd,V03-20260621,overseas / non-Japanese,Nu-Disco / Indie Dance,nu-disco-indie-dance,Laser Skyline,114,E minor,medium-high,club-rock seed,sunset dance-rock pulse,picked bass locked with kick,glassy polysynth hook,light jangly guitar texture,talk-sung verse with melodic chorus,warm neon pop groove,"polished but not EDM, organic rhythm section","instrumental intro, verse groove, chorus lift, bridge with bass solo, outro vamp","tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals","nu disco, indie dance, disco pop, dance rock, funky bass, clean guitar, 114bpm, e-minor","Create an overseas nu-disco / indie dance track with a sunset dance-rock pulse, picked bass locked with kick, glassy polysynth hook, and light jangly guitar texture. Use talk-sung verse with melodic chorus, warm neon pop groove, 114 BPM, E minor. Arrangement: instrumental intro, verse groove, chorus lift, bridge with bass solo, outro vamp. Production: polished but not EDM, organic rhythm section. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg2c6bd38c,V03-20260621,overseas / non-Japanese,Nu-Disco / Indie Dance,nu-disco-indie-dance,Rainy Mirage,112,E minor,high,club-rock seed,sunset dance-rock pulse,rubbery disco bass,soft pad lift in the chorus,light jangly guitar texture,cool understated female vocal,glossy but relaxed dancefloor,"dry verses, wider chorus, tasteful delay throws","pop disco structure with two verses, two choruses, and a dance break","tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals","nu disco, indie dance, disco pop, dance rock, funky bass, clean guitar, 112bpm, e-minor","Create an overseas nu-disco / indie dance track with a sunset dance-rock pulse, rubbery disco bass, soft pad lift in the chorus, and light jangly guitar texture. Use cool understated female vocal, glossy but relaxed dancefloor, 112 BPM, E minor. Arrangement: pop disco structure with two verses, two choruses, and a dance break. Production: dry verses, wider chorus, tasteful delay throws. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: tropical house, trap hi-hats, EDM drop, acoustic country, Japanese vocals, overly cute idol vocals.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg7668d4a1,V03-20260621,overseas / non-Japanese,Synthwave / Outrun / Retrowave,synthwave-outrun-retrowave,Core Synthwave Groove,100,D major,medium,night-drive cue,outrun highway pulse,round 16th-note synth bass,bright analog lead melody,chorus-soaked clean guitar,detached synth-pop vocal,retro-futuristic optimism,"gated reverb drums, analog warmth, modern sub-bass","cinematic intro, verse, chorus, instrumental synth solo, outro fade","anime opening, J-pop chords, trap drums, dubstep bass, tropical percussion, EDM supersaw drop","synthwave, outrun, retrowave, 80s synth, night drive, analog synth, 100bpm, d-major","Create an overseas synthwave / outrun / retrowave track with a outrun highway pulse, round 16th-note synth bass, bright analog lead melody, and chorus-soaked clean guitar. Use detached synth-pop vocal, retro-futuristic optimism, 100 BPM, D major. Arrangement: cinematic intro, verse, chorus, instrumental synth solo, outro fade. Production: gated reverb drums, analog warmth, modern sub-bass. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: anime opening, J-pop chords, trap drums, dubstep bass, tropical percussion, EDM supersaw drop.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg35d8455d,V03-20260621,overseas / non-Japanese,Synthwave / Outrun / Retrowave,synthwave-outrun-retrowave,Rooftop Nightfall,112,F minor,low,chorus-first seed,motorik electronic drive,pulsing analog bass arpeggio,bright analog lead melody,short palm-muted guitar pulses,detached synth-pop vocal,cinematic arcade nostalgia,retro drum machine with contemporary mastering,"slow arpeggio intro, drum entrance, melodic hook, bridge, final reprise","anime opening, J-pop chords, trap drums, dubstep bass, tropical percussion, EDM supersaw drop","synthwave, outrun, retrowave, 80s synth, night drive, analog synth, 112bpm, f-minor","Create an overseas synthwave / outrun / retrowave track with a motorik electronic drive, pulsing analog bass arpeggio, bright analog lead melody, and short palm-muted guitar pulses. Use detached synth-pop vocal, cinematic arcade nostalgia, 112 BPM, F minor. Arrangement: slow arpeggio intro, drum entrance, melodic hook, bridge, final reprise. Production: retro drum machine with contemporary mastering. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: anime opening, J-pop chords, trap drums, dubstep bass, tropical percussion, EDM supersaw drop.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
egf277b9bf,V03-20260621,overseas / non-Japanese,Synthwave / Outrun / Retrowave,synthwave-outrun-retrowave,Electric Chase,108,G minor,medium-high,club-rock seed,outrun highway pulse,sequenced bassline with subtle glide,Juno-style chorus pad,short palm-muted guitar pulses,dreamy female vocal,cool heroic motion,"wide pads, tape hiss, crisp drum machine","slow arpeggio intro, drum entrance, melodic hook, bridge, final reprise","anime opening, J-pop chords, trap drums, dubstep bass, tropical percussion, EDM supersaw drop","synthwave, outrun, retrowave, 80s synth, night drive, analog synth, 108bpm, g-minor","Create an overseas synthwave / outrun / retrowave track with a outrun highway pulse, sequenced bassline with subtle glide, Juno-style chorus pad, and short palm-muted guitar pulses. Use dreamy female vocal, cool heroic motion, 108 BPM, G minor. Arrangement: slow arpeggio intro, drum entrance, melodic hook, bridge, final reprise. Production: wide pads, tape hiss, crisp drum machine. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: anime opening, J-pop chords, trap drums, dubstep bass, tropical percussion, EDM supersaw drop.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
ega0b259e0,V03-20260621,overseas / non-Japanese,Synthwave / Outrun / Retrowave,synthwave-outrun-retrowave,Midnight Hook,118,D major,medium-low,night-drive cue,outrun highway pulse,pulsing analog bass arpeggio,glassy polysynth pads,restrained electric guitar texture,minimal wordless hook,neon freeway melancholy,"gated reverb drums, analog warmth, modern sub-bass","slow arpeggio intro, drum entrance, melodic hook, bridge, final reprise","anime opening, J-pop chords, trap drums, dubstep bass, tropical percussion, EDM supersaw drop","synthwave, outrun, retrowave, 80s synth, night drive, analog synth, 118bpm, d-major","Create an overseas synthwave / outrun / retrowave instrumental track with a outrun highway pulse, pulsing analog bass arpeggio, glassy polysynth pads, and restrained electric guitar texture. Use minimal wordless hook, neon freeway melancholy, 118 BPM, D major. Arrangement: slow arpeggio intro, drum entrance, melodic hook, bridge, final reprise. Production: gated reverb drums, analog warmth, modern sub-bass. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: anime opening, J-pop chords, trap drums, dubstep bass, tropical percussion, EDM supersaw drop.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg24f84d4c,V03-20260621,overseas / non-Japanese,Synthwave / Outrun / Retrowave,synthwave-outrun-retrowave,Rooftop Frequency,88,G minor,low,vocal pop seed,steady drum-machine backbeat,wide saw-bass pulse,glassy polysynth pads,short palm-muted guitar pulses,instrumental with no lead vocal,retro-futuristic optimism,retro drum machine with contemporary mastering,"slow arpeggio intro, drum entrance, melodic hook, bridge, final reprise","anime opening, J-pop chords, trap drums, dubstep bass, tropical percussion, EDM supersaw drop","synthwave, outrun, retrowave, 80s synth, night drive, analog synth, 88bpm, g-minor","Create an overseas synthwave / outrun / retrowave instrumental track with a steady drum-machine backbeat, wide saw-bass pulse, glassy polysynth pads, and short palm-muted guitar pulses. Use instrumental with no lead vocal, retro-futuristic optimism, 88 BPM, G minor. Arrangement: slow arpeggio intro, drum entrance, melodic hook, bridge, final reprise. Production: retro drum machine with contemporary mastering. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: anime opening, J-pop chords, trap drums, dubstep bass, tropical percussion, EDM supersaw drop.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
egcfac5b3e,V03-20260621,overseas / non-Japanese,Synthwave / Outrun / Retrowave,synthwave-outrun-retrowave,Lowlight Machine,112,B minor,medium-high,instrumental cue,pulsing night-drive groove,wide saw-bass pulse,vintage brass synth stabs,"no guitar, pure synth soundtrack feel",dreamy female vocal,lonely midnight skyline,"large stereo synths, restrained low-end, long reverb tails","slow arpeggio intro, drum entrance, melodic hook, bridge, final reprise","anime opening, J-pop chords, trap drums, dubstep bass, tropical percussion, EDM supersaw drop","synthwave, outrun, retrowave, 80s synth, night drive, analog synth, 112bpm, b-minor","Create an overseas synthwave / outrun / retrowave track with a pulsing night-drive groove, wide saw-bass pulse, vintage brass synth stabs, and no guitar, pure synth soundtrack feel. Use dreamy female vocal, lonely midnight skyline, 112 BPM, B minor. Arrangement: slow arpeggio intro, drum entrance, melodic hook, bridge, final reprise. Production: large stereo synths, restrained low-end, long reverb tails. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: anime opening, J-pop chords, trap drums, dubstep bass, tropical percussion, EDM supersaw drop.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
