id,collection,language_focus,category,subgenre,variation,variation_label,groove_level,bpm,key,energy,style_prompt,exclude,lyrics_direction,tags,source_basis
ROCK-V02-014-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,slap-bass alt-rock,raw_live,Raw/live version,9,121,B minor,9,"Raw live-band slap-bass alt-rock, no click-perfect feel. The drummer should breathe around the groove: syncopated bass-led groove with dry backbeat. Guitars: clean muted verses, distorted chorus riffs, whammy accents. Bass/drums: slap bass drives verses, heavy pick bass in chorus. Vocal performance: energetic male vocal, raw backing responses. Keep the mix modern alt-rock with funk low-end clarity, with human imperfections, small timing pushes, and real amp grit. BPM: 121, Key: B minor.","EDM drop, pop-punk gloss, Japanese vocals, orchestral strings","Lyrics: restless movement, confidence cracking, street-level imagery.",slap bass; alternative rock; groove; aggressive,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-014-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,slap-bass alt-rock,hook_focused,Hook-focused version,9,125,E minor,9,"Hook-focused slap-bass alt-rock with a strong guitar or bass motif in the first five seconds. Build around syncopated bass-led groove with dry backbeat; make clean muted verses, distorted chorus riffs, whammy accents answer the vocal line. slap bass drives verses, heavy pick bass in chorus. Vocal: energetic male vocal, raw backing responses. Production: modern alt-rock with funk low-end clarity. Add a short instrumental break after the second chorus. BPM: 125, Key: E minor.","EDM drop, pop-punk gloss, Japanese vocals, orchestral strings","Lyrics: restless movement, confidence cracking, street-level imagery.",slap bass; alternative rock; groove; aggressive,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-015-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,wah-wah groove rock,single_style,Style prompt only,10,94,E minor,10,"Create a wah-wah groove rock track with laid-back syncopated groove with strong pocket. Use wah-wah rhythm guitar, short distorted lead answers; fat bassline, dry snare ghost notes, kick slightly behind beat. Lead vocal: smoky vocal, loose phrasing, understated grit. Production: analog warmth, close mics, no glossy master. BPM: 94, Key: E minor. Make the chorus memorable without becoming generic pop.","EDM drums, trap hi-hats, Japanese vocals, stadium synths","Lyrics: late-night temptation, sly confidence, short repeated chorus.",wah guitar; groove rock; funk blues; retro,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-015-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,wah-wah groove rock,detailed_arrangement,Detailed arrangement,10,100,D minor,10,"Create a wah-wah groove rock song. Intro: establish the groove with drums and bass first. Verse: wah-wah rhythm guitar, short distorted lead answers in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays laid-back syncopated groove with strong pocket. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: smoky vocal, loose phrasing, understated grit. Production: analog warmth, close mics, no glossy master. BPM: 100, Key: D minor.","EDM drums, trap hi-hats, Japanese vocals, stadium synths","Lyrics: late-night temptation, sly confidence, short repeated chorus.",wah guitar; groove rock; funk blues; retro,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-015-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,wah-wah groove rock,raw_live,Raw/live version,10,104,A minor,10,"Raw live-band wah-wah groove rock, no click-perfect feel. The drummer should breathe around the groove: laid-back syncopated groove with strong pocket. Guitars: wah-wah rhythm guitar, short distorted lead answers. Bass/drums: fat bassline, dry snare ghost notes, kick slightly behind beat. Vocal performance: smoky vocal, loose phrasing, understated grit. Keep the mix analog warmth, close mics, no glossy master, with human imperfections, small timing pushes, and real amp grit. BPM: 104, Key: A minor.","EDM drums, trap hi-hats, Japanese vocals, stadium synths","Lyrics: late-night temptation, sly confidence, short repeated chorus.",wah guitar; groove rock; funk blues; retro,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-015-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,wah-wah groove rock,hook_focused,Hook-focused version,10,108,E minor,10,"Hook-focused wah-wah groove rock with a strong guitar or bass motif in the first five seconds. Build around laid-back syncopated groove with strong pocket; make wah-wah rhythm guitar, short distorted lead answers answer the vocal line. fat bassline, dry snare ghost notes, kick slightly behind beat. Vocal: smoky vocal, loose phrasing, understated grit. Production: analog warmth, close mics, no glossy master. Add a short instrumental break after the second chorus. BPM: 108, Key: E minor.","EDM drums, trap hi-hats, Japanese vocals, stadium synths","Lyrics: late-night temptation, sly confidence, short repeated chorus.",wah guitar; groove rock; funk blues; retro,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-016-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,disco-rock crossover,single_style,Style prompt only,8,121,A minor,8,"Create a disco-rock crossover track with four-on-floor with live drummer, open hi-hat pulse. Use clean rhythm guitar chops, distorted chorus lift; octave bassline, tight snare, handclaps low in mix. Lead vocal: cool stylish vocal with stacked chorus gang vocals. Production: vintage disco-rock sheen, tape saturation, live room drums. BPM: 121, Key: A minor. Make the chorus memorable without becoming generic pop.","EDM drop, synth-only arrangement, Japanese vocals, metal growls","Lyrics: dancefloor tension, glamour, fatigue; chorus should be bold and sparse.",disco rock; live band; groove; danceable,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-016-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,disco-rock crossover,detailed_arrangement,Detailed arrangement,8,124,D minor,8,"Create a disco-rock crossover song. Intro: establish the groove with drums and bass first. Verse: clean rhythm guitar chops, distorted chorus lift in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays four-on-floor with live drummer, open hi-hat pulse. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: cool stylish vocal with stacked chorus gang vocals. Production: vintage disco-rock sheen, tape saturation, live room drums. BPM: 124, Key: D minor.","EDM drop, synth-only arrangement, Japanese vocals, metal growls","Lyrics: dancefloor tension, glamour, fatigue; chorus should be bold and sparse.",disco rock; live band; groove; danceable,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-016-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,disco-rock crossover,raw_live,Raw/live version,8,127,G minor,8,"Raw live-band disco-rock crossover, no click-perfect feel. The drummer should breathe around the groove: four-on-floor with live drummer, open hi-hat pulse. Guitars: clean rhythm guitar chops, distorted chorus lift. Bass/drums: octave bassline, tight snare, handclaps low in mix. Vocal performance: cool stylish vocal with stacked chorus gang vocals. Keep the mix vintage disco-rock sheen, tape saturation, live room drums, with human imperfections, small timing pushes, and real amp grit. BPM: 127, Key: G minor.","EDM drop, synth-only arrangement, Japanese vocals, metal growls","Lyrics: dancefloor tension, glamour, fatigue; chorus should be bold and sparse.",disco rock; live band; groove; danceable,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-016-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,disco-rock crossover,hook_focused,Hook-focused version,8,129,A minor,8,"Hook-focused disco-rock crossover with a strong guitar or bass motif in the first five seconds. Build around four-on-floor with live drummer, open hi-hat pulse; make clean rhythm guitar chops, distorted chorus lift answer the vocal line. octave bassline, tight snare, handclaps low in mix. Vocal: cool stylish vocal with stacked chorus gang vocals. Production: vintage disco-rock sheen, tape saturation, live room drums. Add a short instrumental break after the second chorus. BPM: 129, Key: A minor.","EDM drop, synth-only arrangement, Japanese vocals, metal growls","Lyrics: dancefloor tension, glamour, fatigue; chorus should be bold and sparse.",disco rock; live band; groove; danceable,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-017-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,avant-funk rock,single_style,Style prompt only,8,96,E minor,8,"Create a avant-funk rock track with asymmetrical funk groove, off-kilter accents, sudden stops. Use angular guitar stabs, dissonant chords, short noise bursts; bass ostinato with chromatic passing tones, dry drums. Lead vocal: talk-sung vocal, nervous harmonies. Production: raw art-rock production, hard panning, intentional rough edges. BPM: 96, Key: E minor. Make the chorus memorable without becoming generic pop.","smooth pop polish, EDM drop, predictable blues solo, Japanese vocals","Lyrics: absurd urban images, fragmented slogans, tension without explanation.",avant-funk; art rock; odd groove; experimental,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-017-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,avant-funk rock,detailed_arrangement,Detailed arrangement,8,104,C# minor,8,"Create a avant-funk rock song. Intro: establish the groove with drums and bass first. Verse: angular guitar stabs, dissonant chords, short noise bursts in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays asymmetrical funk groove, off-kilter accents, sudden stops. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: talk-sung vocal, nervous harmonies. Production: raw art-rock production, hard panning, intentional rough edges. BPM: 104, Key: C# minor.","smooth pop polish, EDM drop, predictable blues solo, Japanese vocals","Lyrics: absurd urban images, fragmented slogans, tension without explanation.",avant-funk; art rock; odd groove; experimental,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-017-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,avant-funk rock,raw_live,Raw/live version,8,111,A Dorian,8,"Raw live-band avant-funk rock, no click-perfect feel. The drummer should breathe around the groove: asymmetrical funk groove, off-kilter accents, sudden stops. Guitars: angular guitar stabs, dissonant chords, short noise bursts. Bass/drums: bass ostinato with chromatic passing tones, dry drums. Vocal performance: talk-sung vocal, nervous harmonies. Keep the mix raw art-rock production, hard panning, intentional rough edges, with human imperfections, small timing pushes, and real amp grit. BPM: 111, Key: A Dorian.","smooth pop polish, EDM drop, predictable blues solo, Japanese vocals","Lyrics: absurd urban images, fragmented slogans, tension without explanation.",avant-funk; art rock; odd groove; experimental,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-017-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,avant-funk rock,hook_focused,Hook-focused version,8,116,E minor,8,"Hook-focused avant-funk rock with a strong guitar or bass motif in the first five seconds. Build around asymmetrical funk groove, off-kilter accents, sudden stops; make angular guitar stabs, dissonant chords, short noise bursts answer the vocal line. bass ostinato with chromatic passing tones, dry drums. Vocal: talk-sung vocal, nervous harmonies. Production: raw art-rock production, hard panning, intentional rough edges. Add a short instrumental break after the second chorus. BPM: 116, Key: E minor.","smooth pop polish, EDM drop, predictable blues solo, Japanese vocals","Lyrics: absurd urban images, fragmented slogans, tension without explanation.",avant-funk; art rock; odd groove; experimental,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-018-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Blues / Boogie / Southern / Swamp,blues rock,single_style,Style prompt only,8,94,A blues,8,"Create a blues rock track with solid backbeat with shuffle feel, relaxed pocket. Use electric blues riffs, expressive bends, slide fills; walking bass hints, natural kit, live room cymbals. Lead vocal: raspy soulful vocal with restrained vibrato. Production: vintage tube amps, spring reverb, analog tape warmth. BPM: 94, Key: A blues. Make the chorus memorable without becoming generic pop.","metal double-kick, EDM, synthpop, Japanese vocals","Lyrics: direct storytelling, regret, motion, resilience; leave room for guitar phrases.",blues rock; electric guitar; improvisation; groove,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-018-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Blues / Boogie / Southern / Swamp,blues rock,detailed_arrangement,Detailed arrangement,8,101,G major,8,"Create a blues rock song. Intro: establish the groove with drums and bass first. Verse: electric blues riffs, expressive bends, slide fills in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays solid backbeat with shuffle feel, relaxed pocket. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: raspy soulful vocal with restrained vibrato. Production: vintage tube amps, spring reverb, analog tape warmth. BPM: 101, Key: G major.","metal double-kick, EDM, synthpop, Japanese vocals","Lyrics: direct storytelling, regret, motion, resilience; leave room for guitar phrases.",blues rock; electric guitar; improvisation; groove,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-018-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Blues / Boogie / Southern / Swamp,blues rock,raw_live,Raw/live version,8,106,E blues,8,"Raw live-band blues rock, no click-perfect feel. The drummer should breathe around the groove: solid backbeat with shuffle feel, relaxed pocket. Guitars: electric blues riffs, expressive bends, slide fills. Bass/drums: walking bass hints, natural kit, live room cymbals. Vocal performance: raspy soulful vocal with restrained vibrato. Keep the mix vintage tube amps, spring reverb, analog tape warmth, with human imperfections, small timing pushes, and real amp grit. BPM: 106, Key: E blues.","metal double-kick, EDM, synthpop, Japanese vocals","Lyrics: direct storytelling, regret, motion, resilience; leave room for guitar phrases.",blues rock; electric guitar; improvisation; groove,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-018-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Blues / Boogie / Southern / Swamp,blues rock,hook_focused,Hook-focused version,8,110,A blues,8,"Hook-focused blues rock with a strong guitar or bass motif in the first five seconds. Build around solid backbeat with shuffle feel, relaxed pocket; make electric blues riffs, expressive bends, slide fills answer the vocal line. walking bass hints, natural kit, live room cymbals. Vocal: raspy soulful vocal with restrained vibrato. Production: vintage tube amps, spring reverb, analog tape warmth. Add a short instrumental break after the second chorus. BPM: 110, Key: A blues.","metal double-kick, EDM, synthpop, Japanese vocals","Lyrics: direct storytelling, regret, motion, resilience; leave room for guitar phrases.",blues rock; electric guitar; improvisation; groove,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-019-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Blues / Boogie / Southern / Swamp,boogie rock,single_style,Style prompt only,9,118,D major,9,"Create a boogie rock track with driving boogie shuffle, constant eighth-note engine. Use chunky blues-rock riffs, slide guitar responses; walking boogie bass, snare on two and four, piano optional. Lead vocal: rowdy barroom vocal, gang shouts on hook. Production: live club mix, gritty amps, minimal overdubs. BPM: 118, Key: D major. Make the chorus memorable without becoming generic pop.","EDM, trap drums, lush orchestration, Japanese vocals","Lyrics: roadside energy, mischief, momentum; chorus should be easy to shout.",boogie rock; shuffle; road-house; groove,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-019-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Blues / Boogie / Southern / Swamp,boogie rock,detailed_arrangement,Detailed arrangement,9,126,E major,9,"Create a boogie rock song. Intro: establish the groove with drums and bass first. Verse: chunky blues-rock riffs, slide guitar responses in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays driving boogie shuffle, constant eighth-note engine. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: rowdy barroom vocal, gang shouts on hook. Production: live club mix, gritty amps, minimal overdubs. BPM: 126, Key: E major.","EDM, trap drums, lush orchestration, Japanese vocals","Lyrics: roadside energy, mischief, momentum; chorus should be easy to shout.",boogie rock; shuffle; road-house; groove,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-019-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Blues / Boogie / Southern / Swamp,boogie rock,raw_live,Raw/live version,9,132,A major,9,"Raw live-band boogie rock, no click-perfect feel. The drummer should breathe around the groove: driving boogie shuffle, constant eighth-note engine. Guitars: chunky blues-rock riffs, slide guitar responses. Bass/drums: walking boogie bass, snare on two and four, piano optional. Vocal performance: rowdy barroom vocal, gang shouts on hook. Keep the mix live club mix, gritty amps, minimal overdubs, with human imperfections, small timing pushes, and real amp grit. BPM: 132, Key: A major.","EDM, trap drums, lush orchestration, Japanese vocals","Lyrics: roadside energy, mischief, momentum; chorus should be easy to shout.",boogie rock; shuffle; road-house; groove,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-019-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Blues / Boogie / Southern / Swamp,boogie rock,hook_focused,Hook-focused version,9,136,D major,9,"Hook-focused boogie rock with a strong guitar or bass motif in the first five seconds. Build around driving boogie shuffle, constant eighth-note engine; make chunky blues-rock riffs, slide guitar responses answer the vocal line. walking boogie bass, snare on two and four, piano optional. Vocal: rowdy barroom vocal, gang shouts on hook. Production: live club mix, gritty amps, minimal overdubs. Add a short instrumental break after the second chorus. BPM: 136, Key: D major.","EDM, trap drums, lush orchestration, Japanese vocals","Lyrics: roadside energy, mischief, momentum; chorus should be easy to shout.",boogie rock; shuffle; road-house; groove,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-020-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Blues / Boogie / Southern / Swamp,southern rock,single_style,Style prompt only,8,109,E major,8,"Create a southern rock track with steady mid-tempo drive with loose swing. Use dual lead guitars, slide licks, open chord crunch; warm bass, natural drums, Hammond organ tucked behind guitars. Lead vocal: weathered raspy vocal, harmony vocals in chorus. Production: 70s analog warmth, roomy drums, guitar-forward mix. BPM: 109, Key: E major. Make the chorus memorable without becoming generic pop.","EDM synths, trap hats, Japanese vocals, ultra-modern pop polish","Lyrics: distance, family, heat, road signs; story-first verses, big chorus.",southern rock; dual guitars; road groove; roots,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-020-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Blues / Boogie / Southern / Swamp,southern rock,detailed_arrangement,Detailed arrangement,8,115,G major,8,"Create a southern rock song. Intro: establish the groove with drums and bass first. Verse: dual lead guitars, slide licks, open chord crunch in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays steady mid-tempo drive with loose swing. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: weathered raspy vocal, harmony vocals in chorus. Production: 70s analog warmth, roomy drums, guitar-forward mix. BPM: 115, Key: G major.","EDM synths, trap hats, Japanese vocals, ultra-modern pop polish","Lyrics: distance, family, heat, road signs; story-first verses, big chorus.",southern rock; dual guitars; road groove; roots,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-020-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Blues / Boogie / Southern / Swamp,southern rock,raw_live,Raw/live version,8,120,A major,8,"Raw live-band southern rock, no click-perfect feel. The drummer should breathe around the groove: steady mid-tempo drive with loose swing. Guitars: dual lead guitars, slide licks, open chord crunch. Bass/drums: warm bass, natural drums, Hammond organ tucked behind guitars. Vocal performance: weathered raspy vocal, harmony vocals in chorus. Keep the mix 70s analog warmth, roomy drums, guitar-forward mix, with human imperfections, small timing pushes, and real amp grit. BPM: 120, Key: A major.","EDM synths, trap hats, Japanese vocals, ultra-modern pop polish","Lyrics: distance, family, heat, road signs; story-first verses, big chorus.",southern rock; dual guitars; road groove; roots,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-020-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Blues / Boogie / Southern / Swamp,southern rock,hook_focused,Hook-focused version,8,123,E major,8,"Hook-focused southern rock with a strong guitar or bass motif in the first five seconds. Build around steady mid-tempo drive with loose swing; make dual lead guitars, slide licks, open chord crunch answer the vocal line. warm bass, natural drums, Hammond organ tucked behind guitars. Vocal: weathered raspy vocal, harmony vocals in chorus. Production: 70s analog warmth, roomy drums, guitar-forward mix. Add a short instrumental break after the second chorus. BPM: 123, Key: E major.","EDM synths, trap hats, Japanese vocals, ultra-modern pop polish","Lyrics: distance, family, heat, road signs; story-first verses, big chorus.",southern rock; dual guitars; road groove; roots,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-021-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Blues / Boogie / Southern / Swamp,swamp rock,single_style,Style prompt only,8,83,A minor,8,"Create a swamp rock track with slow swampy backbeat, percussion on offbeats, sticky pocket. Use tremolo guitar, slide moans, gritty low riffs; thick bass, muffled kick, brushed or laid-back snare. Lead vocal: low smoky vocal, almost spoken in verses. Production: humid analog mix, spring reverb, tape delay, dark room tone. BPM: 83, Key: A minor. Make the chorus memorable without becoming generic pop.","bright pop chorus, EDM, metal shredding, Japanese vocals","Lyrics: river roads, secrets, heat, weather; chorus should feel like a warning.",swamp rock; murky groove; blues; roots,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-021-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Blues / Boogie / Southern / Swamp,swamp rock,detailed_arrangement,Detailed arrangement,8,90,D minor,8,"Create a swamp rock song. Intro: establish the groove with drums and bass first. Verse: tremolo guitar, slide moans, gritty low riffs in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays slow swampy backbeat, percussion on offbeats, sticky pocket. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: low smoky vocal, almost spoken in verses. Production: humid analog mix, spring reverb, tape delay, dark room tone. BPM: 90, Key: D minor.","bright pop chorus, EDM, metal shredding, Japanese vocals","Lyrics: river roads, secrets, heat, weather; chorus should feel like a warning.",swamp rock; murky groove; blues; roots,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-021-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Blues / Boogie / Southern / Swamp,swamp rock,raw_live,Raw/live version,8,95,E minor,8,"Raw live-band swamp rock, no click-perfect feel. The drummer should breathe around the groove: slow swampy backbeat, percussion on offbeats, sticky pocket. Guitars: tremolo guitar, slide moans, gritty low riffs. Bass/drums: thick bass, muffled kick, brushed or laid-back snare. Vocal performance: low smoky vocal, almost spoken in verses. Keep the mix humid analog mix, spring reverb, tape delay, dark room tone, with human imperfections, small timing pushes, and real amp grit. BPM: 95, Key: E minor.","bright pop chorus, EDM, metal shredding, Japanese vocals","Lyrics: river roads, secrets, heat, weather; chorus should feel like a warning.",swamp rock; murky groove; blues; roots,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-021-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Blues / Boogie / Southern / Swamp,swamp rock,hook_focused,Hook-focused version,8,99,A minor,8,"Hook-focused swamp rock with a strong guitar or bass motif in the first five seconds. Build around slow swampy backbeat, percussion on offbeats, sticky pocket; make tremolo guitar, slide moans, gritty low riffs answer the vocal line. thick bass, muffled kick, brushed or laid-back snare. Vocal: low smoky vocal, almost spoken in verses. Production: humid analog mix, spring reverb, tape delay, dark room tone. Add a short instrumental break after the second chorus. BPM: 99, Key: A minor.","bright pop chorus, EDM, metal shredding, Japanese vocals","Lyrics: river roads, secrets, heat, weather; chorus should feel like a warning.",swamp rock; murky groove; blues; roots,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-022-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Blues / Boogie / Southern / Swamp,roots rock,single_style,Style prompt only,7,98,A major,7,"Create a roots rock track with natural 4/4 pocket, gentle push in chorus. Use clean-to-crunch guitars, acoustic strums blended with electric fills; round bass, live kit, tambourine on chorus. Lead vocal: honest warm vocal, minimal melisma. Production: organic band-in-a-room production, warm midrange. BPM: 98, Key: A major. Make the chorus memorable without becoming generic pop.","EDM, trap drums, synthetic bass, Japanese vocals","Lyrics: ordinary people, work, travel, memory; plain language, strong refrain.",roots rock; organic; Americana rock; groove,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-022-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Blues / Boogie / Southern / Swamp,roots rock,detailed_arrangement,Detailed arrangement,7,105,G major,7,"Create a roots rock song. Intro: establish the groove with drums and bass first. Verse: clean-to-crunch guitars, acoustic strums blended with electric fills in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays natural 4/4 pocket, gentle push in chorus. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: honest warm vocal, minimal melisma. Production: organic band-in-a-room production, warm midrange. BPM: 105, Key: G major.","EDM, trap drums, synthetic bass, Japanese vocals","Lyrics: ordinary people, work, travel, memory; plain language, strong refrain.",roots rock; organic; Americana rock; groove,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-022-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Blues / Boogie / Southern / Swamp,roots rock,raw_live,Raw/live version,7,110,D major,7,"Raw live-band roots rock, no click-perfect feel. The drummer should breathe around the groove: natural 4/4 pocket, gentle push in chorus. Guitars: clean-to-crunch guitars, acoustic strums blended with electric fills. Bass/drums: round bass, live kit, tambourine on chorus. Vocal performance: honest warm vocal, minimal melisma. Keep the mix organic band-in-a-room production, warm midrange, with human imperfections, small timing pushes, and real amp grit. BPM: 110, Key: D major.","EDM, trap drums, synthetic bass, Japanese vocals","Lyrics: ordinary people, work, travel, memory; plain language, strong refrain.",roots rock; organic; Americana rock; groove,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-022-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Blues / Boogie / Southern / Swamp,roots rock,hook_focused,Hook-focused version,7,114,A major,7,"Hook-focused roots rock with a strong guitar or bass motif in the first five seconds. Build around natural 4/4 pocket, gentle push in chorus; make clean-to-crunch guitars, acoustic strums blended with electric fills answer the vocal line. round bass, live kit, tambourine on chorus. Vocal: honest warm vocal, minimal melisma. Production: organic band-in-a-room production, warm midrange. Add a short instrumental break after the second chorus. BPM: 114, Key: A major.","EDM, trap drums, synthetic bass, Japanese vocals","Lyrics: ordinary people, work, travel, memory; plain language, strong refrain.",roots rock; organic; Americana rock; groove,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-023-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Blues / Boogie / Southern / Swamp,heartland rock,single_style,Style prompt only,7,105,D major,7,"Create a heartland rock track with steady highway pulse, snare-forward chorus. Use open chords, chiming lead fills, controlled overdrive; supportive bass, big natural drums, subtle piano layer. Lead vocal: earnest powerful vocal, wide chorus harmonies. Production: radio-ready but organic, wide guitars, no plastic sheen. BPM: 105, Key: D major. Make the chorus memorable without becoming generic pop.","EDM drop, trap hats, Japanese vocals, metal growls","Lyrics: hometown, work, escape, loyalty; chorus should be big but grounded.",heartland rock; driving; anthemic; overseas,original_derived_from_research; see sources-license-notes-V02-20260621.txt
