id,title,genre_category,prompt,source_id,source_url,license_status,collection_mode,language,tags
P0088,Disco Strings,funk_disco,"disco, four-on-the-floor kick, string stabs, funky bassline, Nile-style rhythm guitar, bright party vocals, glittering 70s dance floor, BPM: 122, Key: A Major",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"disco,strings"
P0089,French House Filter,funk_disco,"French house, filtered disco sample feel, sidechain pumping, funky bass loop, glossy synth stabs, euphoric club energy, BPM: 124, Key: C# Minor",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"filter,french,house"
P0090,Smooth Jazz Lounge,jazz_blues,"smooth jazz lounge, brushed drums, upright bass, warm saxophone lead, piano comping, intimate club ambience, mellow refined mix, BPM: 92, Key: B♭ Major",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"jazz,lounge,smooth"
P0091,Bebop Quintet,jazz_blues,"bebop jazz, fast ride cymbal swing, walking bass, trumpet and alto sax solos, complex chord changes, energetic improvisation, BPM: 190, Key: F Major",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"bebop,quintet"
P0092,Jazz Fusion Drive,jazz_blues,"jazz fusion, electric piano, fretless bass, syncopated drums, melodic guitar lead, complex harmony, energetic 70s studio sound, BPM: 132, Key: A Minor",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"drive,fusion,jazz"
P0093,Chicago Blues Grit,jazz_blues,"Chicago blues, 12-bar progression, slide guitar, harmonica, raw vocals, walking bass, vintage amp warmth, emotional bends, BPM: 80, Key: E Blues",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"blues,chicago,grit"
P0094,Delta Blues Solo,jazz_blues,"Delta blues, fingerpicked acoustic guitar, foot stomp, raw weathered vocals, intimate field-recording atmosphere, sparse arrangement, BPM: 74, Key: A Blues",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"blues,delta,solo"
P0095,Bluegrass Sprint,country_americana,"bluegrass, fast banjo rolls, fiddle leads, mandolin chop, upright bass, tight vocal harmonies, virtuosic acoustic energy, BPM: 160, Key: G Major",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"bluegrass,sprint"
P0096,Americana Storytelling,country_americana,"Americana, acoustic guitar, harmonica, rootsy drums, warm storytelling vocals, road-worn atmosphere, honest organic production, BPM: 92, Key: D Major",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"americana,storytelling"
P0097,Honky Tonk Barroom,country_americana,"honky tonk, twangy electric guitar, barroom piano, shuffle drums, pedal steel, playful country vocals, dance-hall energy, BPM: 116, Key: A Major",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"barroom,honky,tonk"
P0098,Country Gospel Hymn,country_americana,"country gospel, acoustic guitar, pedal steel, choir harmonies, uplifting hymn melody, warm church hall ambience, BPM: 84, Key: C Major",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"country,gospel,hymn"
P0099,Modern Drill,hip_hop_rap,"UK drill, sliding 808 bass, dark piano loop, fast hi-hats, clipped aggressive flow, cold street atmosphere, sparse menacing mix, BPM: 140, Key: F Minor",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"drill,modern"
P0100,Memphis Phonk,hip_hop_rap,"Memphis phonk, distorted cowbell melody, heavy sub-bass, gritty lo-fi drums, dark chopped vocal textures, aggressive drift energy, BPM: 150, Key: G Minor",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"memphis,phonk"
P0101,Cloud Rap Haze,hip_hop_rap,"cloud rap, dreamy pads, reverb-heavy melodic vocals, soft 808s, hazy atmosphere, slow floating beat, introspective mood, BPM: 72, Key: A Minor",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"cloud,haze,rap"
P0102,Conscious Jazz Rap,hip_hop_rap,"conscious hip hop, jazzy piano sample, upright bass, dusty boom bap drums, thoughtful lyrical flow, warm analog texture, BPM: 88, Key: E♭ Major",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"conscious,jazz,rap"
P0103,Trip-Hop Noir,hip_hop_rap,"trip-hop, slow breakbeat, cinematic strings, smoky female vocal, dark bass, vinyl texture, noir atmosphere, BPM: 78, Key: C Minor",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"hop,noir,trip"
P0104,Industrial EBM,electronic_edm,"industrial EBM, pounding kick, metallic percussion, distorted synth bass, cold spoken vocals, dark club atmosphere, BPM: 128, Key: D Minor",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"ebm,industrial"
P0105,Minimal Tech House,electronic_edm,"minimal tech house, rolling bass groove, tight 4/4 kick, sparse vocal chops, crisp percussion, hypnotic club mix, BPM: 126, Key: F Minor",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"house,minimal,tech"
P0106,Tropical House Sunset,electronic_edm,"tropical house, soft marimba plucks, beach percussion, warm pads, relaxed pop vocal hook, sunset summer mood, BPM: 112, Key: C Major",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"house,sunset,tropical"
P0107,Hardstyle Rave,electronic_edm,"hardstyle, distorted reverse bass kick, euphoric synth melody, huge build-up, raw festival energy, shouted crowd vocals, BPM: 150, Key: E Minor",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"hardstyle,rave"
P0108,Chiptune Adventure,game_chiptune,"chiptune, 8-bit square wave lead, arpeggiated bass, retro game drums, heroic melody, loopable stage music, BPM: 140, Key: C Major",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"adventure,chiptune"
P0109,JRPG Battle Theme,game_chiptune,"JRPG battle theme, fast orchestral strings, electric guitar accents, driving drums, heroic brass, intense loopable structure, BPM: 170, Key: D Minor",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"battle,jrpg,theme"
P0110,Cozy Farming Game BGM,game_chiptune,"cozy game BGM, ukulele, celesta, soft percussion, warm acoustic bass, cheerful loop, no vocals, gentle village atmosphere, BPM: 96, Key: G Major",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"bgm,cozy,farming,game"
P0111,Cyberpunk Chase,game_chiptune,"cyberpunk action music, aggressive synth bass, industrial drums, arpeggiated sequences, dark neon atmosphere, cinematic tension, BPM: 132, Key: F# Minor",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"chase,cyberpunk"
P0112,Experimental Glitch Collage,experimental,"experimental glitch music, chopped micro-samples, irregular rhythms, granular textures, sudden silences, abstract electronic atmosphere, BPM: variable, Key: atonal",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"collage,experimental,glitch"
P0113,Noise Rock Collapse,experimental,"noise rock, detuned guitars, chaotic drums, shouted vocals, feedback walls, abrasive production, unstable structure, BPM: 150, Key: dissonant",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"collapse,noise,rock"
P0114,Post-Rock Slow Build,rock_and_punk,"post-rock, clean guitar delay, gradual crescendo, wordless vocals, massive reverb drums, emotional instrumental climax, BPM: 80, Key: A Minor",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"build,post,rock,slow"
P0115,Shoegaze Wall,rock_and_punk,"shoegaze, dense guitar wall, dreamy buried vocals, heavy reverb, fuzz layers, slow emotional melody, hazy mix, BPM: 96, Key: D Major",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"shoegaze,wall"
P0116,Ska Punk Brass Blast,rock_and_punk,"ska punk, fast upstroke guitar, punchy brass hooks, energetic shout vocals, walking bass, upbeat rebellious party mood, BPM: 170, Key: B♭ Major",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"blast,brass,punk,ska"
P0117,Celtic Punk Tavern,rock_and_punk,"celtic punk, fiddle and tin whistle, fast drums, distorted guitars, gang vocals, rowdy pub energy, BPM: 176, Key: D Major",RESEARCH_NORMALIZED,generated_from_research_sources,original_normalized_seed,research_normalized,en,"celtic,punk,tavern"
